age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome_$,monthlyrate_$,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
45,Yes,,556.2566609977324,,9,3,,737,1,Female,1,2,sales executive,3,single,,11681.39,8,No,13,0.0,2,Part Time,0,2,2.0,4,1.0,1,3,1980,53914.11,,True
32,No,travel_rarely,424.5634920634921,,29,4,Life Sciences,738,3,Male,3,2,sales executive,1,divorced,3429.17,8915.83,8,Unknown,19,3.0,3,Part Time,3,3,3.0,4,0.0,0,3,1993,41150.0,,False
48,No,travel_rarely,556.2566609977324,,2,4,Technical Degree,739,4,Male,3,2,manufacturing director,4,divorced,,11681.39,2,Unknown,11,3.0,3,Part Time,1,3,2.0,6,1.0,1,4,1977,53914.11,,True
44,No,non-travel,647.1111111111111, Human Resources ,2,5,,740,4,Male,4,2,human resources,1,married,5226.67,13589.33,7,No,16,3.0,1,Full Time,1,3,4.0,4,0.0,0,3,1981,62720.0,human resources  -  human resources,True
27,No,,556.2566609977324,,10,4,Life Sciences,741,3,Male,3,2,sales executive,4,single,4492.84,11681.39,0,No,14,3.0,2,Part Time,0,4,3.0,4,1.0,1,1,1998,53914.11,,False
29,No,,259.6904761904762,,4,2,,742,1,Male,3,1,research scientist,3,divorced,,5453.5,1,Unknown,11,3.0,2,Part Time,3,2,Unknown,5,0.0,0,3,1996,25170.0,,True
58,No,travel_rarely,1973.9841269841268,,8,4,Life Sciences,743,4,Male,3,5,manager,2,single,15943.72,41453.67,6,No,14,3.0,1,Full Time,0,4,3.0,7,7.0,7,7,1967,191324.62,,False
43,No,travel_frequently,556.2566609977324, Sales ,1,3,Marketing,744,3,Female,3,2,sales executive,1,,,11681.39,0,Unknown,17,3.0,4,Part Time,1,2,3.0,9,1.0,1,7,1982,53914.11,sales executive  -  sales,True
30,No,,556.2566609977324,,26,3,Life Sciences,745,3,Male,2,2,sales executive,1,married,4492.84,11681.39,1,Unknown,11,3.0,3,Part Time,1,0,3.0,5,0.0,0,4,1995,53914.11,,True
54,No,travel_frequently,1582.7713464696226,,28,2,,746,4,Female,4,4,manufacturing director,3,married,12783.92,33238.2,2,Unknown,11,3.0,2,Full Time,1,3,2.0,5,0.0,0,2,1971,153407.07,,True
28,No,travel_rarely,402.7936507936508,,2,1,Medical,747,1,Male,2,1,research scientist,4,single,,8458.67,0,No,12,3.0,4,Full Time,0,2,3.0,4,1.0,1,1,1997,39040.0,,True
51,Yes,travel_frequently,556.2566609977324,,28,2,,748,1,Male,2,2,laboratory technician,1,,,11681.39,3,No,20,4.0,1,Part Time,0,2,Unknown,4,3.0,1,3,1974,53914.11,,True
36,No,travel_frequently,290.03550973654063,,1,4,Other,749,4,Male,3,1,research scientist,1,,2342.59,6090.75,5,Unknown,14,3.0,3,Part Time,2,2,3.0,4,1.0,1,3,1989,28111.13,,True
34,No,,949.6190476190476,,7,5,Marketing,750,4,Male,3,2,sales executive,4,,7670.0,19942.0,4,Unknown,12,3.0,3,Full Time,1,3,Unknown,4,0.0,0,3,1991,92040.0,,True
35,No,,451.1825396825397,,7,3,Medical,751,4,Male,3,2,sales executive,1,,3644.17,9474.83,0,No,14,3.0,1,Part Time,2,2,3.0,4,0.0,0,3,1990,43730.0,,False
31,Yes,,556.2566609977324, Sales ,13,3,,752,1,Female,3,2,sales executive,2,single,4492.84,11681.39,5,No,11,0.0,1,Unknown,0,4,1.0,5,0.0,0,0,1994,53914.08,sales executive  -  sales,False
32,No,,212.9523809523809,,16,3,Life Sciences,753,3,Male,3,1,human resources,3,,1720.0,4472.0,0,Unknown,21,4.0,1,Part Time,1,3,4.0,5,1.0,1,3,1993,20640.0,,False
25,No,,556.2566609977324, Research & Development ,11,1,Life Sciences,754,1,Male,3,2,laboratory technician,3,single,4492.84,11681.39,0,No,14,3.0,2,Part Time,0,2,3.0,4,1.0,1,2,2000,53914.11,laboratory technician  -  research & development,False
35,No,,556.2566609977324,,25,3,,755,4,Male,2,2,manufacturing director,2,,,11681.39,1,No,13,3.0,4,Part Time,0,2,3.0,5,0.0,0,2,1990,53914.11,,True
37,No,,250.7142857142857,,28,4,,756,2,Female,2,1,sales representative,3,married,2025.0,5265.0,0,Unknown,23,4.0,1,Part Time,2,5,3.0,5,4.0,4,2,1988,24300.0,,True
40,No,travel_frequently,556.2566609977324,,10,4,,757,3,Male,3,2,human resources,3,,4492.84,11681.39,3,No,11,3.0,3,Part Time,0,2,3.0,6,1.0,1,2,1985,53914.11,,True
30,No,,503.1825396825397,,27,3,,758,2,Female,1,2,manufacturing director,1,divorced,4064.17,10566.83,0,Unknown,21,4.0,2,Part Time,1,5,2.0,5,0.0,0,0,1995,48770.0,,True
39,No,,556.2566609977324,,19,3,Life Sciences,759,3,Male,3,2,manufacturing director,3,,,11681.39,3,No,17,3.0,1,Part Time,3,2,2.0,4,3.0,0,2,1986,53914.11,,False
26,No,,387.936507936508, Research & Development ,2,1,Technical Degree,760,1,Female,3,1,research scientist,4,,3133.33,8146.67,1,Unknown,13,3.0,3,Full Time,0,2,3.0,6,1.0,1,3,1999,37600.0,research scientist  -  research & development,False
38,No,,207.6904761904762,,7,3,,761,1,Male,3,1,laboratory technician,2,,1677.5,4361.5,2,Unknown,11,3.0,3,Unknown,0,4,3.0,4,1.0,1,3,1987,20130.0,,True
40,No,travel_frequently,290.03550973654063,,2,3,,762,4,Female,2,1,laboratory technician,2,,2342.59,6090.75,1,Unknown,22,4.0,2,Part Time,0,3,3.0,4,3.0,3,3,1985,28111.13,,False
55,No,travel_rarely,1032.4872861766066,,24,4,Medical,763,2,Male,4,3,healthcare representative,4,married,8339.32,21682.23,3,No,15,3.0,3,Unknown,0,2,3.0,4,1.0,1,2,1970,100071.84,,False
39,No,travel_frequently,556.2566609977324,,1,4,,764,3,Male,1,2,sales executive,4,,,11681.39,1,Unknown,14,3.0,3,Part Time,2,2,2.0,6,1.0,1,3,1986,53914.11,,True
26,No,,290.03550973654063, Research & Development ,12,3,Medical,765,3,Male,4,1,research scientist,3,married,2342.59,6090.75,1,No,16,3.0,4,Part Time,1,1,3.0,5,0.0,0,4,1999,28111.13,research scientist  -  research & development,True
31,No,travel_rarely,306.8412698412698,,9,4,Medical,766,4,Female,3,1,laboratory technician,3,,,6443.67,9,No,17,3.0,3,Full Time,1,2,3.0,5,1.0,1,2,1994,29740.0,,False
34,No,travel_rarely,1032.4872861766066,,19,3,,767,4,Male,1,3,sales executive,3,married,8339.32,21682.23,3,No,13,3.0,3,Part Time,1,2,1.0,4,0.0,0,2,1991,100071.84,,False
44,No,travel_rarely,285.3809523809524,,12,3,Medical,768,2,Male,3,1,laboratory technician,2,divorced,2305.0,5993.0,8,No,22,4.0,2,Part Time,3,6,2.0,5,0.0,0,4,1981,27660.0,,True
43,No,,290.03550973654063,,9,4,Life Sciences,769,3,Male,3,1,laboratory technician,1,divorced,2342.59,6090.75,1,No,20,4.0,2,Part Time,2,2,3.0,5,0.0,0,4,1982,28111.13,,True
46,Yes,,290.03550973654063,,1,2,,770,3,Male,3,1,research scientist,2,,,6090.75,1,Yes,12,3.0,3,Part Time,3,2,2.0,5,2.0,2,3,1979,28111.13,,True
30,No,travel_rarely,290.03550973654063,,1,3,,771,3,Male,3,1,research scientist,4,married,2342.59,6090.75,1,No,11,3.0,3,Part Time,1,6,4.0,5,0.0,0,3,1995,28111.13,,True
41,No,,1032.4872861766066, Research & Development ,10,1,Medical,772,3,Male,3,3,research director,3,single,8339.32,21682.23,7,Unknown,21,4.0,3,Part Time,0,3,3.0,4,2.0,2,2,1984,100071.84,research director  -  research & development,True
42,No,,348.42063492063494,,2,2,Life Sciences,773,3,Female,3,1,laboratory technician,1,married,,7316.83,4,Unknown,17,3.0,4,Full Time,1,5,2.0,4,0.0,0,2,1983,33770.0,,True
39,Yes,travel_rarely,434.67460317460313,,10,4,,774,4,Male,3,2,manufacturing director,1,single,,9128.17,1,Unknown,15,3.0,2,Part Time,0,4,Unknown,10,0.0,0,8,1986,42130.0,,True
42,No,,671.9761904761905,,1,3,,775,3,Female,3,2,healthcare representative,4,,5427.5,14111.5,4,Unknown,17,3.0,4,Full Time,1,3,3.0,5,0.0,0,3,1983,65130.0,,True
28,No,travel_rarely,556.2566609977324, Sales ,10,3,,776,3,Male,3,2,sales executive,4,,4492.84,11681.39,1,No,13,3.0,1,Unknown,0,4,3.0,5,1.0,1,2,1997,53914.08,sales executive  -  sales,False
44,No,,290.03550973654063,,10,4,Technical Degree,777,3,Male,3,1,research scientist,3,married,2342.59,6090.75,3,No,22,4.0,2,Part Time,2,1,2.0,6,3.0,3,3,1981,28111.13,,False
36,No,travel_rarely,1032.4872861766066,,4,3,,778,3,Male,3,3,sales executive,4,married,8339.32,21682.23,2,Yes,13,3.0,4,Part Time,3,3,3.0,5,1.0,1,0,1989,100071.84,,True
39,No,travel_rarely,442.0,,7,4,Medical,779,4,Male,3,2,research scientist,1,,,9282.0,5,Unknown,22,4.0,3,Part Time,1,2,3.0,5,0.0,0,4,1986,42840.0,,True
29,No,,229.66666666666663,,2,4,Technical Degree,780,2,Male,3,1,research scientist,2,,1855.0,4823.0,1,No,11,0.0,3,Part Time,1,3,2.0,5,1.0,1,2,1996,22260.0,,False
37,No,travel_rarely,573.7539682539682,,18,4,,781,2,Male,3,2,sales executive,1,,4634.17,12048.83,0,Unknown,16,3.0,4,Full Time,1,2,1.0,5,0.0,0,4,1988,55610.0,,True
30,No,non-travel,221.2063492063492,,16,3,Medical,782,3,Male,3,1,research scientist,3,single,1786.67,4645.33,1,No,14,3.0,3,Unknown,0,3,2.0,5,1.0,1,4,1995,21440.04,,True
31,No,,554.3571428571429,,1,3,Life Sciences,783,1,Male,3,2,healthcare representative,1,married,4477.5,11641.5,0,No,12,3.0,1,Part Time,1,5,2.0,5,0.0,0,2,1994,53730.0,,False
56,No,,298.8968253968254, Research & Development ,9,2,,784,1,Female,3,2,research scientist,3,married,2414.17,6276.83,3,No,11,3.0,3,Part Time,2,6,2.0,4,2.0,2,3,1969,28970.0,research scientist  -  research & development,False
26,No,travel_rarely,556.2566609977324,,41,2,Life Sciences,785,4,Male,2,2,healthcare representative,3,single,4492.84,11681.39,1,No,12,3.0,2,Unknown,0,2,2.0,4,1.0,1,2,1999,53914.08,,True
40,No,travel_frequently,548.9920634920635,,6,4,,786,1,Male,2,2,manufacturing director,3,married,4434.17,11528.83,2,No,11,3.0,4,Unknown,1,1,3.0,8,7.0,7,7,1985,53210.04,,False
44,No,,558.1746031746031,,18,4,,787,4,Male,3,2,research scientist,1,,,11721.67,6,Unknown,17,3.0,3,Full Time,1,3,2.0,4,1.0,1,2,1981,54100.0,,True
43,No,,287.031746031746,,1,3,Life Sciences,788,4,Male,3,1,research scientist,4,,,6027.67,3,No,22,0.0,1,Part Time,1,3,3.0,5,1.0,1,0,1982,27820.0,,True
27,No,travel_rarely,556.2566609977324,,8,2,,789,1,Female,3,2,sales executive,3,,4492.84,11681.39,0,Yes,22,4.0,2,Part Time,1,3,2.0,5,0.0,0,4,1998,53914.11,,True
46,No,,290.03550973654063,,1,3,Medical,790,2,Male,3,1,research scientist,4,single,,6090.75,6,Yes,12,3.0,3,Part Time,0,2,3.0,4,1.0,1,2,1979,28111.13,,True
52,Yes,,556.2566609977324,,1,4,,791,2,Male,3,2,sales executive,3,,4492.84,11681.39,7,No,12,3.0,4,Part Time,2,3,Unknown,6,0.0,0,1,1973,53914.11,,True
38,No,,556.2566609977324, Sales ,11,4,Marketing,792,2,Female,2,2,sales executive,4,married,4492.84,11681.39,4,No,13,3.0,1,Part Time,1,2,2.0,6,0.0,0,0,1987,53914.11,sales executive  -  sales,False
47,No,,500.3968253968254,,20,3,,793,4,Female,3,2,sales executive,3,,,10508.33,8,No,15,3.0,3,Part Time,0,3,3.0,5,0.0,0,1,1978,48500.0,,True
42,No,,206.4523809523809,,2,4,,794,3,Female,3,1,research scientist,3,married,1667.5,4335.5,2,Unknown,14,3.0,2,Unknown,3,2,3.0,5,0.0,0,2,1983,20010.0,,True
37,No,travel_rarely,290.03550973654063,,1,4,,795,3,Female,1,1,research scientist,4,married,2342.59,6090.75,1,No,12,3.0,4,Part Time,1,5,3.0,4,1.0,1,1,1988,28111.13,,True
31,No,travel_rarely,556.2566609977324,,13,2,Other,796,4,Male,2,2,laboratory technician,2,,4492.84,11681.39,4,Unknown,13,3.0,1,Part Time,1,2,3.0,4,0.0,0,3,1994,53914.11,,False
36,No,,454.3809523809524,,8,3,,797,2,Male,4,2,laboratory technician,3,,3670.0,9542.0,2,No,12,3.0,1,Unknown,0,3,4.0,4,1.0,1,2,1989,44040.0,,True
29,No,travel_rarely,290.03550973654063,,2,1,,798,1,Male,3,1,laboratory technician,2,married,2342.59,6090.75,9,No,12,3.0,4,Part Time,1,3,3.0,2,2.0,2,2,1996,28111.13,,False
33,No,,290.03550973654063, Research & Development ,26,1,,799,1,Male,3,1,research scientist,3,divorced,,6090.75,1,Unknown,17,3.0,4,Part Time,1,1,2.0,5,4.0,4,3,1992,28111.13,research scientist  -  research & development,True
36,No,travel_rarely,290.03550973654063,,38,2,,800,2,Male,3,1,laboratory technician,4,divorced,2342.59,6090.75,0,Unknown,11,3.0,3,Unknown,1,2,3.0,2,1.0,1,2,1989,28111.08,,True
30,Yes,travel_rarely,290.03550973654063, Research & Development ,24,3,Life Sciences,801,3,Male,2,1,laboratory technician,3,single,,6090.75,5,Yes,14,3.0,2,Part Time,0,4,3.0,4,0.0,0,3,1995,28111.13,laboratory technician  -  research & development,True
34,No,travel_rarely,290.03550973654063,,5,2,,802,1,Male,4,1,research scientist,2,divorced,2342.59,6090.75,0,Yes,12,3.0,4,Part Time,2,5,2.0,6,0.0,0,5,1991,28111.13,,True
40,No,,406.9206349206349, Research & Development ,2,3,Life Sciences,803,4,Male,3,1,research scientist,4,single,3286.67,8545.33,5,Yes,11,3.0,3,Full Time,0,3,3.0,3,1.0,1,2,1985,39440.0,research scientist  -  research & development,True
26,No,,556.2566609977324,,11,2,,804,1,Female,4,2,manufacturing director,3,,,11681.39,0,No,18,3.0,4,Part Time,1,5,2.0,4,1.0,1,3,1999,53914.11,,True
36,Yes,,305.3968253968254,,6,1,,805,2,Male,3,1,research scientist,1,single,,6413.33,2,No,11,3.0,3,Full Time,0,2,3.0,4,1.0,1,3,1989,29600.0,,True
34,Yes,travel_frequently,290.03550973654063, Research & Development ,16,1,,806,2,Female,1,1,research scientist,1,,,6090.75,1,Unknown,22,0.0,2,Part Time,0,5,3.0,10,6.0,6,7,1991,28111.13,research scientist  -  research & development,False
48,No,travel_rarely,1954.8492063492065,,2,4,Marketing,807,2,Female,3,5,manager,1,single,15789.17,41051.83,3,Unknown,12,3.0,4,Full Time,0,2,2.0,2,2.0,2,1,1977,189470.0,,False
46,No,,667.0238095238095,,10,4,Other,808,4,Male,3,2,healthcare representative,4,married,,14007.5,2,Unknown,13,3.0,4,Full Time,0,5,4.0,4,1.0,1,3,1979,64650.0,,False
52,Yes,travel_rarely,276.8174603174603,,3,2,,809,1,Male,2,1,sales representative,3,married,,5813.17,1,Unknown,14,3.0,3,Part Time,0,2,3.0,3,0.0,0,2,1973,26830.0,,True
37,No,,207.7936507936508,,2,3,Marketing,810,4,Female,3,1,sales representative,4,married,1678.33,4363.67,1,No,13,3.0,1,Part Time,0,3,3.0,2,2.0,2,2,1988,20140.0,,True
30,Yes,,355.0238095238095,,5,4,,811,3,Male,3,1,laboratory technician,3,single,,7455.5,1,Yes,13,0.0,3,Unknown,0,3,2.0,2,2.0,2,2,1995,34410.0,,True
28,No,,556.2566609977324,,22,3,,812,2,Female,2,2,sales executive,4,married,4492.84,11681.39,7,Yes,19,3.0,3,Part Time,1,2,2.0,2,0.0,0,0,1997,53914.11,,False
37,No,travel_rarely,290.03550973654063,,31,4,,813,3,Female,3,1,laboratory technician,1,,,6090.75,3,Yes,15,0.0,3,Part Time,1,3,3.0,2,2.0,2,2,1988,28111.13,,False
37,No,,290.03550973654063,,31,3,Medical,814,2,Male,3,1,research scientist,1,married,2342.59,6090.75,4,No,13,3.0,4,Unknown,1,2,2.0,3,1.0,1,2,1988,28111.08,,True
39,No,travel_rarely,1409.7777777777776,,20,4,Medical,815,1,Male,3,3,research director,3,,11386.67,29605.33,4,Unknown,13,0.0,1,Full Time,0,3,4.0,5,0.0,0,2,1986,136640.0,,True
48,No,travel_rarely,518.0396825396825,,38,2,Medical,816,3,Male,3,2,human resources,2,divorced,4184.17,10878.83,8,Yes,22,4.0,4,Part Time,1,2,3.0,4,0.0,0,2,1977,50210.0,,True
36,No,travel_rarely,556.2566609977324,,1,2,Medical,817,1,Male,3,2,manufacturing director,2,married,4492.84,11681.39,1,No,15,3.0,3,Part Time,0,2,3.0,5,1.0,1,3,1989,53914.11,,True
53,No,travel_rarely,290.03550973654063,,9,4,,818,4,Male,3,1,laboratory technician,4,,,6090.75,3,Unknown,23,4.0,2,Part Time,2,4,3.0,4,0.0,0,3,1972,28111.13,,True
26,No,travel_rarely,556.2566609977324, Sales ,3,2,Other,819,1,Female,3,2,sales executive,3,married,4492.84,11681.39,0,No,21,4.0,1,Part Time,1,2,2.0,3,0.0,0,2,1999,53914.11,sales executive  -  sales,True
46,No,,556.2566609977324,,23,3,,820,2,Male,3,2,laboratory technician,2,married,4492.84,11681.39,4,Unknown,12,3.0,3,Part Time,1,3,4.0,3,1.0,1,2,1979,53914.11,,True
39,Yes,travel_rarely,290.03550973654063,,6,4,Human Resources,821,3,Male,3,1,human resources,1,divorced,2342.59,6090.75,4,Unknown,22,4.0,4,Unknown,0,3,3.0,3,0.0,0,2,1986,28111.13,,True
61,No,non-travel,1944.2222222222224,,2,4,Human Resources,822,3,Female,2,5,manager,4,,,40828.67,9,No,21,4.0,4,Full Time,1,3,3.0,3,2.0,2,2,1964,188440.0,,False
27,No,,290.03550973654063,,7,1,,823,4,Male,2,1,research scientist,4,married,2342.59,6090.75,1,No,11,3.0,3,Part Time,2,2,Unknown,2,2.0,2,1,1998,28111.13,,True
45,No,,488.9444444444444,,26,3,Medical,824,2,Female,4,1,research scientist,3,single,3949.17,10267.83,4,Unknown,12,3.0,4,Unknown,0,2,3.0,3,1.0,1,2,1980,47390.04,,True
52,No,travel_frequently,1032.4872861766066,,12,3,,825,3,Female,3,3,sales executive,4,single,8339.32,21682.23,4,No,11,3.0,4,Part Time,0,3,Unknown,2,2.0,2,1,1973,100071.84,,False
33,Yes,travel_rarely,556.2566609977324,,20,3,,826,2,Female,1,2,sales executive,3,,4492.84,11681.39,3,Yes,11,3.0,3,Part Time,1,2,3.0,2,2.0,2,2,1992,53914.11,,True
38,No,,556.2566609977324, Research & Development ,6,2,Medical,827,2,Male,3,2,manufacturing director,2,divorced,,11681.39,6,No,20,4.0,4,Part Time,2,0,3.0,3,0.0,0,1,1987,53914.11,manufacturing director  -  research & development,False
53,Yes,travel_frequently,1098.809523809524,,16,4,,828,1,Male,1,3,manufacturing director,4,,,23075.0,2,Unknown,15,3.0,4,Full Time,0,2,3.0,4,0.0,0,3,1972,106500.0,,False
27,No,,556.2566609977324, Sales ,28,3,Life Sciences,829,1,Male,2,2,sales executive,3,,,11681.39,2,Unknown,18,3.0,4,Part Time,0,3,3.0,2,2.0,2,2,1998,53914.11,sales executive  -  sales,False
40,No,travel_rarely,445.4047619047618,,3,5,Technical Degree,830,4,Female,3,2,research scientist,3,,3597.5,9353.5,3,Yes,20,4.0,2,Unknown,0,2,Unknown,3,2.0,2,2,1985,43170.0,,False
32,No,travel_rarely,290.03550973654063, Research & Development ,5,3,Technical Degree,831,4,Female,3,1,research scientist,1,divorced,2342.59,6090.75,5,No,14,0.0,4,Part Time,1,3,3.0,3,2.0,2,2,1993,28111.13,research scientist  -  research & development,True
24,No,,290.03550973654063,,36,1,Medical,832,3,Male,3,1,research scientist,4,married,2342.59,6090.75,1,No,24,4.0,1,Unknown,2,6,3.0,2,2.0,2,2,2001,28111.08,,True
29,No,non-travel,208.82539682539684, Research & Development ,9,3,Medical,833,4,Male,3,1,research scientist,2,,1686.67,4385.33,6,Unknown,18,3.0,4,Part Time,1,1,1.0,2,2.0,2,2,1996,20240.0,research scientist  -  research & development,True
30,No,,290.03550973654063, Research & Development ,21,3,Medical,834,3,Male,3,1,research scientist,4,married,2342.59,6090.75,1,No,11,3.0,3,Part Time,1,2,1.0,5,0.0,0,2,1995,28111.13,research scientist  -  research & development,True
29,No,,315.5079365079365,,17,3,,835,3,Male,3,1,research scientist,2,,,6625.67,0,Unknown,16,3.0,4,Full Time,1,3,2.0,5,1.0,1,1,1996,30580.0,,True
58,No,travel_rarely,290.03550973654063,,8,3,Life Sciences,836,3,Female,3,1,research scientist,1,divorced,2342.59,6090.75,4,Unknown,18,3.0,3,Part Time,1,3,Unknown,2,2.0,2,2,1967,28111.13,,True
40,No,travel_rarely,290.03550973654063,,9,2,,837,3,Female,3,1,laboratory technician,4,single,,6090.75,1,Unknown,12,0.0,3,Part Time,0,3,Unknown,2,2.0,2,1,1985,28111.13,,True
33,No,travel_rarely,405.3730158730159,,12,1,Medical,838,3,Female,3,1,research scientist,4,,3274.17,8512.83,8,Unknown,23,4.0,3,Full Time,1,0,3.0,4,0.0,0,2,1992,39290.0,,True
36,No,travel_rarely,290.03550973654063,,27,2,Medical,839,4,Female,3,1,research scientist,2,,2342.59,6090.75,2,No,15,3.0,4,Unknown,0,3,3.0,3,1.0,1,2,1989,28111.08,,True
52,No,,290.03550973654063, Research & Development ,1,3,,840,3,Male,2,1,laboratory technician,3,,2342.59,6090.75,2,Unknown,15,3.0,4,Part Time,1,2,2.0,3,0.0,0,2,1973,28111.13,laboratory technician  -  research & development,False
55,No,,556.2566609977324,,13,2,,841,4,Female,4,2,manufacturing director,1,divorced,4492.84,11681.39,1,No,11,3.0,3,Unknown,2,3,3.0,4,2.0,1,3,1970,53914.08,,False
37,No,travel_frequently,456.5476190476191,,24,3,Medical,842,2,Female,3,2,laboratory technician,2,single,3687.5,9587.5,5,Unknown,11,3.0,4,Part Time,0,5,3.0,6,1.0,1,2,1988,44250.0,,True
29,No,travel_frequently,556.2566609977324,,1,1,,843,3,Male,2,2,manufacturing director,1,married,4492.84,11681.39,5,Unknown,19,3.0,3,Part Time,1,1,3.0,2,2.0,2,0,1996,53914.11,,False
42,No,,556.2566609977324,,38,2,,844,3,Male,3,2,laboratory technician,4,married,4492.84,11681.39,8,Unknown,15,3.0,3,Part Time,1,2,4.0,7,3.0,3,7,1983,53914.11,,True
24,No,,240.1904761904762,,22,3,Life Sciences,845,2,Male,4,1,research scientist,2,,1940.0,5044.0,1,Unknown,16,3.0,1,Part Time,1,2,2.0,4,2.0,2,2,2001,23280.0,,False
42,No,,556.2566609977324,,10,5,Life Sciences,846,4,Male,2,2,healthcare representative,4,,4492.84,11681.39,9,No,14,3.0,4,Part Time,1,5,1.0,3,0.0,0,2,1983,53914.11,,True
48,No,,1032.4872861766066,,1,4,,847,4,Male,3,3,healthcare representative,1,,8339.32,21682.23,7,No,16,3.0,3,Unknown,1,3,3.0,4,0.0,0,3,1977,100071.84,,True
32,Yes,,274.13492063492066,,3,3,Technical Degree,848,4,Female,3,1,research scientist,1,,2214.17,5756.83,5,Yes,11,3.0,3,Unknown,0,5,3.0,5,0.0,0,4,1993,26570.04,,True
31,Yes,,290.03550973654063,,1,3,,849,3,Male,3,1,research scientist,3,single,2342.59,6090.75,0,Unknown,14,3.0,4,Part Time,0,1,2.0,6,1.0,1,5,1994,28111.13,,False
56,No,,612.8571428571429,,3,3,,850,4,Female,3,2,sales executive,1,married,,12870.0,2,Unknown,14,3.0,4,Full Time,1,4,3.0,6,0.0,0,5,1969,59400.0,,False
35,No,travel_rarely,270.5238095238095, Research & Development ,4,4,,851,3,Female,2,1,research scientist,2,married,2185.0,5681.0,6,Unknown,21,4.0,4,Part Time,0,3,3.0,3,1.0,1,1,1990,26220.0,research scientist  -  research & development,True
54,No,travel_rarely,331.3968253968254,,2,3,,852,3,Female,2,1,laboratory technician,4,single,2676.67,6959.33,7,Unknown,15,3.0,2,Full Time,0,3,2.0,2,2.0,2,2,1971,32120.0,,True
61,No,travel_rarely,290.03550973654063, Human Resources ,6,2,Medical,853,2,Male,3,1,human resources,3,married,2342.59,6090.75,8,Unknown,17,3.0,4,Part Time,0,2,2.0,2,2.0,2,2,1964,28111.13,human resources  -  human resources,False
34,Yes,,290.03550973654063,,1,3,,854,4,Male,2,1,laboratory technician,3,single,2342.59,6090.75,0,Unknown,14,3.0,4,Unknown,0,2,1.0,3,1.0,1,2,1991,28111.08,,True
41,No,,290.03550973654063,,24,4,Medical,855,2,Female,3,1,laboratory technician,3,divorced,2342.59,6090.75,7,No,14,3.0,3,Part Time,3,1,3.0,3,1.0,1,2,1984,28111.13,,False
34,No,non-travel,556.2566609977324,,26,4,Marketing,856,3,Male,3,2,sales executive,4,,4492.84,11681.39,0,No,18,3.0,1,Part Time,0,2,3.0,3,2.0,2,2,1991,53914.11,,True
33,No,,1032.4872861766066,,3,4,Medical,857,2,Male,3,3,research director,3,divorced,8339.32,21682.23,9,No,12,3.0,1,Part Time,1,3,3.0,2,2.0,2,2,1992,100071.84,,True
35,No,travel_rarely,300.3412698412698,,5,4,Life Sciences,858,3,Female,2,1,research scientist,4,married,2425.83,6307.17,1,Unknown,13,3.0,3,Full Time,1,2,2.0,2,0.0,0,2,1990,29110.0,,True
47,No,,556.2566609977324,,23,4,Life Sciences,859,1,Male,4,2,manufacturing director,3,,4492.84,11681.39,4,Unknown,17,3.0,4,Unknown,1,1,3.0,3,0.0,0,2,1978,53914.08,,True
44,No,,556.2566609977324, Research & Development ,17,2,,860,4,Female,4,2,research scientist,1,single,,11681.39,3,Yes,13,3.0,3,Part Time,0,1,3.0,3,0.0,0,2,1981,53914.11,research scientist  -  research & development,True
31,No,,715.1031746031746,,19,2,Marketing,861,4,Male,3,2,sales executive,4,divorced,,15017.17,2,No,14,3.0,4,Full Time,1,2,3.0,3,0.0,0,2,1994,69310.0,,False
27,No,travel_rarely,556.2566609977324,,1,3,,862,1,Female,3,2,manufacturing director,3,married,4492.84,11681.39,0,No,12,3.0,4,Unknown,2,3,3.0,4,1.0,1,2,1998,53914.11,,False
34,No,,224.5079365079365,,2,1,,863,4,Male,2,2,laboratory technician,1,,1813.33,4714.67,4,No,13,3.0,4,Part Time,0,5,3.0,6,0.0,0,4,1991,21760.0,,False
30,No,travel_rarely,290.03550973654063,,9,3,,864,4,Male,3,1,research scientist,4,married,,6090.75,1,No,23,4.0,4,Unknown,1,3,Unknown,5,0.0,0,4,1995,28111.13,,True
23,No,travel_rarely,333.25396825396825,,3,2,,865,4,Male,2,1,research scientist,3,single,,6998.33,1,No,17,3.0,1,Full Time,0,4,4.0,3,1.0,1,0,2002,32300.0,,False
39,No,non-travel,1032.4872861766066,,1,4,Medical,866,1,Female,3,3,research director,4,divorced,8339.32,21682.23,2,Yes,18,3.0,1,Part Time,2,2,3.0,5,0.0,0,2,1986,100071.84,,False
40,No,travel_rarely,556.2566609977324,,23,4,Life Sciences,867,4,Male,3,2,healthcare representative,4,,4492.84,11681.39,9,Unknown,14,3.0,2,Part Time,1,2,3.0,2,1.0,1,2,1985,53914.11,,False
28,Yes,travel_rarely,290.03550973654063,,16,4,Medical,868,1,Male,3,1,laboratory technician,2,divorced,2342.59,6090.75,2,Yes,13,3.0,4,Part Time,1,2,3.0,3,0.0,0,2,1997,28111.13,,False
