,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome_$,monthlyrate_$,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework,generation
788,27,No,travel_rarely,556.2566609977324,sales,8,2,,789,1,Female,3,2,sales executive,3,,4492.84,11681.39,0,Yes,22,4.0,2,Part Time,1,3,2.0,5,0.0,0,4,1998,53914.11,True,Gen Z
789,46,No,,290.03550973654063,research & development,1,3,Medical,790,2,Male,3,1,research scientist,4,single,5800.710194730813,6090.75,6,Yes,12,3.0,3,Part Time,0,2,3.0,4,1.0,1,2,1979,28111.13,True,Gen X
790,52,Yes,,556.2566609977324,sales,1,4,,791,2,Male,3,2,sales executive,3,,4492.84,11681.39,7,No,12,3.0,4,Part Time,2,3,Unknown,6,0.0,0,1,1973,53914.11,True,Gen X
791,38,No,,556.2566609977324,sales,11,4,Marketing,792,2,Female,2,2,sales executive,4,married,4492.84,11681.39,4,No,13,3.0,1,Part Time,1,2,2.0,6,0.0,0,0,1987,53914.11,False,Millennials
792,47,No,,500.3968253968254,sales,20,3,,793,4,Female,3,2,sales executive,3,,10007.936507936509,10508.33,8,No,15,3.0,3,Part Time,0,3,3.0,5,0.0,0,1,1978,48500.0,True,Gen X
793,42,No,,206.4523809523809,research & development,2,4,,794,3,Female,3,1,research scientist,3,married,1667.5,4335.5,2,Unknown,14,3.0,2,Part Time,3,2,3.0,5,0.0,0,2,1983,20010.0,True,Millennials
794,37,No,travel_rarely,290.03550973654063,research & development,1,4,,795,3,Female,1,1,research scientist,4,married,2342.59,6090.75,1,No,12,3.0,4,Part Time,1,5,3.0,4,1.0,1,1,1988,28111.13,True,Millennials
795,31,No,travel_rarely,556.2566609977324,research & development,13,2,Other,796,4,Male,2,2,laboratory technician,2,,4492.84,11681.39,4,Unknown,13,3.0,1,Part Time,1,2,3.0,4,0.0,0,3,1994,53914.11,False,Millennials
796,36,No,,454.3809523809524,research & development,8,3,,797,2,Male,4,2,laboratory technician,3,,3670.0,9542.0,2,No,12,3.0,1,Part Time,0,3,4.0,4,1.0,1,2,1989,44040.0,True,Millennials
797,29,No,travel_rarely,290.03550973654063,research & development,2,1,,798,1,Male,3,1,laboratory technician,2,married,2342.59,6090.75,9,No,12,3.0,4,Part Time,1,3,3.0,2,2.0,2,2,1996,28111.13,False,Millennials
798,33,No,,290.03550973654063,research & development,26,1,,799,1,Male,3,1,research scientist,3,divorced,5800.710194730813,6090.75,1,Unknown,17,3.0,4,Part Time,1,1,2.0,5,4.0,4,3,1992,28111.13,True,Millennials
799,36,No,travel_rarely,290.03550973654063,research & development,38,2,,800,2,Male,3,1,laboratory technician,4,divorced,2342.59,6090.75,0,Unknown,11,3.0,3,Part Time,1,2,3.0,2,1.0,1,2,1989,28111.08,True,Millennials
800,30,Yes,travel_rarely,290.03550973654063,research & development,24,3,Life Sciences,801,3,Male,2,1,laboratory technician,3,single,5800.710194730813,6090.75,5,Yes,14,3.0,2,Part Time,0,4,3.0,4,0.0,0,3,1995,28111.13,True,Millennials
801,34,No,travel_rarely,290.03550973654063,research & development,5,2,,802,1,Male,4,1,research scientist,2,divorced,2342.59,6090.75,0,Yes,12,3.0,4,Part Time,2,5,2.0,6,0.0,0,5,1991,28111.13,True,Millennials
802,40,No,,406.9206349206349,research & development,2,3,Life Sciences,803,4,Male,3,1,research scientist,4,single,3286.67,8545.33,5,Yes,11,3.0,3,Full Time,0,3,3.0,3,1.0,1,2,1985,39440.0,True,Millennials
803,26,No,,556.2566609977324,research & development,11,2,,804,1,Female,4,2,manufacturing director,3,,11125.133219954649,11681.39,0,No,18,3.0,4,Part Time,1,5,2.0,4,1.0,1,3,1999,53914.11,True,Gen Z
804,36,Yes,,305.3968253968254,research & development,6,1,,805,2,Male,3,1,research scientist,1,single,6107.936507936509,6413.33,2,No,11,3.0,3,Full Time,0,2,3.0,4,1.0,1,3,1989,29600.0,True,Millennials
805,34,Yes,travel_frequently,290.03550973654063,research & development,16,1,,806,2,Female,1,1,research scientist,1,,5800.710194730813,6090.75,1,Unknown,22,0.0,2,Part Time,0,5,3.0,10,6.0,6,7,1991,28111.13,False,Millennials
806,48,No,travel_rarely,1954.8492063492065,,2,4,Marketing,807,2,Female,3,5,manager,1,single,15789.17,41051.83,3,Unknown,12,3.0,4,Full Time,0,2,2.0,2,2.0,2,1,1977,189470.0,False,Gen X
807,46,No,,667.0238095238095,research & development,10,4,Other,808,4,Male,3,2,healthcare representative,4,married,13340.47619047619,14007.5,2,Unknown,13,3.0,4,Full Time,0,5,4.0,4,1.0,1,3,1979,64650.0,False,Gen X
808,52,Yes,travel_rarely,276.8174603174603,sales,3,2,,809,1,Male,2,1,sales representative,3,married,5536.349206349206,5813.17,1,Unknown,14,3.0,3,Part Time,0,2,3.0,3,0.0,0,2,1973,26830.0,True,Gen X
809,37,No,,207.7936507936508,sales,2,3,Marketing,810,4,Female,3,1,sales representative,4,married,1678.33,4363.67,1,No,13,3.0,1,Part Time,0,3,3.0,2,2.0,2,2,1988,20140.0,True,Millennials
810,30,Yes,,355.0238095238095,research & development,5,4,,811,3,Male,3,1,laboratory technician,3,single,7100.476190476191,7455.5,1,Yes,13,0.0,3,Unknown,0,3,2.0,2,2.0,2,2,1995,34410.0,True,Millennials
811,28,No,,556.2566609977324,sales,22,3,,812,2,Female,2,2,sales executive,4,married,4492.84,11681.39,7,Yes,19,3.0,3,Part Time,1,2,2.0,2,0.0,0,0,1997,53914.11,False,Gen Z
812,37,No,travel_rarely,290.03550973654063,research & development,31,4,,813,3,Female,3,1,laboratory technician,1,,5800.710194730813,6090.75,3,Yes,15,0.0,3,Part Time,1,3,3.0,2,2.0,2,2,1988,28111.13,False,Millennials
813,37,No,,290.03550973654063,research & development,31,3,Medical,814,2,Male,3,1,research scientist,1,married,2342.59,6090.75,4,No,13,3.0,4,Part Time,1,2,2.0,3,1.0,1,2,1988,28111.08,True,Millennials
814,39,No,travel_rarely,1409.7777777777776,research & development,20,4,Medical,815,1,Male,3,3,research director,3,,11386.67,29605.33,4,Unknown,13,0.0,1,Full Time,0,3,4.0,5,0.0,0,2,1986,136640.0,True,Millennials
815,48,No,travel_rarely,518.0396825396825,human resources,38,2,Medical,816,3,Male,3,2,human resources,2,divorced,4184.17,10878.83,8,Yes,22,4.0,4,Part Time,1,2,3.0,4,0.0,0,2,1977,50210.0,True,Gen X
816,36,No,travel_rarely,556.2566609977324,research & development,1,2,Medical,817,1,Male,3,2,manufacturing director,2,married,4492.84,11681.39,1,No,15,3.0,3,Part Time,0,2,3.0,5,1.0,1,3,1989,53914.11,True,Millennials
817,53,No,travel_rarely,290.03550973654063,research & development,9,4,,818,4,Male,3,1,laboratory technician,4,,5800.710194730813,6090.75,3,Unknown,23,4.0,2,Part Time,2,4,3.0,4,0.0,0,3,1972,28111.13,True,Gen X
818,26,No,travel_rarely,556.2566609977324,sales,3,2,Other,819,1,Female,3,2,sales executive,3,married,4492.84,11681.39,0,No,21,4.0,1,Part Time,1,2,2.0,3,0.0,0,2,1999,53914.11,True,Gen Z
819,46,No,,556.2566609977324,research & development,23,3,,820,2,Male,3,2,laboratory technician,2,married,4492.84,11681.39,4,Unknown,12,3.0,3,Part Time,1,3,4.0,3,1.0,1,2,1979,53914.11,True,Gen X
820,39,Yes,travel_rarely,290.03550973654063,human resources,6,4,Human Resources,821,3,Male,3,1,human resources,1,divorced,2342.59,6090.75,4,Unknown,22,4.0,4,Part Time,0,3,3.0,3,0.0,0,2,1986,28111.13,True,Millennials
821,61,No,non-travel,1944.2222222222224,,2,4,Human Resources,822,3,Female,2,5,manager,4,,38884.444444444445,40828.67,9,No,21,4.0,4,Full Time,1,3,3.0,3,2.0,2,2,1964,188440.0,False,Baby Boomers
822,27,No,,290.03550973654063,research & development,7,1,,823,4,Male,2,1,research scientist,4,married,2342.59,6090.75,1,No,11,3.0,3,Part Time,2,2,Unknown,2,2.0,2,1,1998,28111.13,True,Gen Z
823,45,No,,488.9444444444444,research & development,26,3,Medical,824,2,Female,4,1,research scientist,3,single,3949.17,10267.83,4,Unknown,12,3.0,4,Part Time,0,2,3.0,3,1.0,1,2,1980,47390.04,True,Gen X
824,52,No,travel_frequently,1032.4872861766066,sales,12,3,,825,3,Female,3,3,sales executive,4,single,8339.32,21682.23,4,No,11,3.0,4,Part Time,0,3,Unknown,2,2.0,2,1,1973,100071.84,False,Gen X
825,33,Yes,travel_rarely,556.2566609977324,sales,20,3,,826,2,Female,1,2,sales executive,3,,4492.84,11681.39,3,Yes,11,3.0,3,Part Time,1,2,3.0,2,2.0,2,2,1992,53914.11,True,Millennials
826,38,No,,556.2566609977324,research & development,6,2,Medical,827,2,Male,3,2,manufacturing director,2,divorced,11125.133219954649,11681.39,6,No,20,4.0,4,Part Time,2,0,3.0,3,0.0,0,1,1987,53914.11,False,Millennials
827,53,Yes,travel_frequently,1098.809523809524,research & development,16,4,,828,1,Male,1,3,manufacturing director,4,,21976.19047619048,23075.0,2,Unknown,15,3.0,4,Full Time,0,2,3.0,4,0.0,0,3,1972,106500.0,False,Gen X
828,27,No,,556.2566609977324,sales,28,3,Life Sciences,829,1,Male,2,2,sales executive,3,,11125.133219954649,11681.39,2,Unknown,18,3.0,4,Part Time,0,3,3.0,2,2.0,2,2,1998,53914.11,False,Gen Z
829,40,No,travel_rarely,445.4047619047618,research & development,3,5,Technical Degree,830,4,Female,3,2,research scientist,3,,3597.5,9353.5,3,Yes,20,4.0,2,Part Time,0,2,Unknown,3,2.0,2,2,1985,43170.0,False,Millennials
830,32,No,travel_rarely,290.03550973654063,research & development,5,3,Technical Degree,831,4,Female,3,1,research scientist,1,divorced,2342.59,6090.75,5,No,14,0.0,4,Part Time,1,3,3.0,3,2.0,2,2,1993,28111.13,True,Millennials
831,24,No,,290.03550973654063,research & development,36,1,Medical,832,3,Male,3,1,research scientist,4,married,2342.59,6090.75,1,No,24,4.0,1,Part Time,2,6,3.0,2,2.0,2,2,2001,28111.08,True,Gen Z
832,29,No,non-travel,208.82539682539684,research & development,9,3,Medical,833,4,Male,3,1,research scientist,2,,1686.67,4385.33,6,Unknown,18,3.0,4,Part Time,1,1,1.0,2,2.0,2,2,1996,20240.0,True,Millennials
833,30,No,,290.03550973654063,research & development,21,3,Medical,834,3,Male,3,1,research scientist,4,married,2342.59,6090.75,1,No,11,3.0,3,Part Time,1,2,1.0,5,0.0,0,2,1995,28111.13,True,Millennials
834,29,No,,315.5079365079365,research & development,17,3,,835,3,Male,3,1,research scientist,2,,6310.15873015873,6625.67,0,Unknown,16,3.0,4,Full Time,1,3,2.0,5,1.0,1,1,1996,30580.0,True,Millennials
835,58,No,travel_rarely,290.03550973654063,research & development,8,3,Life Sciences,836,3,Female,3,1,research scientist,1,divorced,2342.59,6090.75,4,Unknown,18,3.0,3,Part Time,1,3,Unknown,2,2.0,2,2,1967,28111.13,True,Gen X
836,40,No,travel_rarely,290.03550973654063,research & development,9,2,,837,3,Female,3,1,laboratory technician,4,single,5800.710194730813,6090.75,1,Unknown,12,0.0,3,Part Time,0,3,Unknown,2,2.0,2,1,1985,28111.13,True,Millennials
837,33,No,travel_rarely,405.3730158730159,research & development,12,1,Medical,838,3,Female,3,1,research scientist,4,,3274.17,8512.83,8,Unknown,23,4.0,3,Full Time,1,0,3.0,4,0.0,0,2,1992,39290.0,True,Millennials
838,36,No,travel_rarely,290.03550973654063,research & development,27,2,Medical,839,4,Female,3,1,research scientist,2,,2342.59,6090.75,2,No,15,3.0,4,Part Time,0,3,3.0,3,1.0,1,2,1989,28111.08,True,Millennials
839,52,No,,290.03550973654063,research & development,1,3,,840,3,Male,2,1,laboratory technician,3,,2342.59,6090.75,2,Unknown,15,3.0,4,Part Time,1,2,2.0,3,0.0,0,2,1973,28111.13,False,Gen X
840,55,No,,556.2566609977324,research & development,13,2,,841,4,Female,4,2,manufacturing director,1,divorced,4492.84,11681.39,1,No,11,3.0,3,Part Time,2,3,3.0,4,2.0,1,3,1970,53914.08,False,Gen X
841,37,No,travel_frequently,456.5476190476191,research & development,24,3,Medical,842,2,Female,3,2,laboratory technician,2,single,3687.5,9587.5,5,Unknown,11,3.0,4,Part Time,0,5,3.0,6,1.0,1,2,1988,44250.0,True,Millennials
842,29,No,travel_frequently,556.2566609977324,research & development,1,1,,843,3,Male,2,2,manufacturing director,1,married,4492.84,11681.39,5,Unknown,19,3.0,3,Part Time,1,1,3.0,2,2.0,2,0,1996,53914.11,False,Millennials
843,42,No,,556.2566609977324,research & development,38,2,,844,3,Male,3,2,laboratory technician,4,married,4492.84,11681.39,8,Unknown,15,3.0,3,Part Time,1,2,4.0,7,3.0,3,7,1983,53914.11,True,Millennials
844,24,No,,240.1904761904762,research & development,22,3,Life Sciences,845,2,Male,4,1,research scientist,2,,1940.0,5044.0,1,Unknown,16,3.0,1,Part Time,1,2,2.0,4,2.0,2,2,2001,23280.0,False,Gen Z
845,42,No,,556.2566609977324,research & development,10,5,Life Sciences,846,4,Male,2,2,healthcare representative,4,,4492.84,11681.39,9,No,14,3.0,4,Part Time,1,5,1.0,3,0.0,0,2,1983,53914.11,True,Millennials
846,48,No,,1032.4872861766066,research & development,1,4,,847,4,Male,3,3,healthcare representative,1,,8339.32,21682.23,7,No,16,3.0,3,Full Time,1,3,3.0,4,0.0,0,3,1977,100071.84,True,Gen X
847,32,Yes,,274.13492063492066,research & development,3,3,Technical Degree,848,4,Female,3,1,research scientist,1,,2214.17,5756.83,5,Yes,11,3.0,3,Part Time,0,5,3.0,5,0.0,0,4,1993,26570.04,True,Millennials
848,31,Yes,,290.03550973654063,research & development,1,3,,849,3,Male,3,1,research scientist,3,single,2342.59,6090.75,0,Unknown,14,3.0,4,Part Time,0,1,2.0,6,1.0,1,5,1994,28111.13,False,Millennials
849,56,No,,612.8571428571429,sales,3,3,,850,4,Female,3,2,sales executive,1,married,12257.142857142859,12870.0,2,Unknown,14,3.0,4,Full Time,1,4,3.0,6,0.0,0,5,1969,59400.0,False,Gen X
850,35,No,travel_rarely,270.5238095238095,research & development,4,4,,851,3,Female,2,1,research scientist,2,married,2185.0,5681.0,6,Unknown,21,4.0,4,Part Time,0,3,3.0,3,1.0,1,1,1990,26220.0,True,Millennials
851,54,No,travel_rarely,331.3968253968254,research & development,2,3,,852,3,Female,2,1,laboratory technician,4,single,2676.67,6959.33,7,Unknown,15,3.0,2,Full Time,0,3,2.0,2,2.0,2,2,1971,32120.0,True,Gen X
852,61,No,travel_rarely,290.03550973654063,human resources,6,2,Medical,853,2,Male,3,1,human resources,3,married,2342.59,6090.75,8,Unknown,17,3.0,4,Part Time,0,2,2.0,2,2.0,2,2,1964,28111.13,False,Baby Boomers
853,34,Yes,,290.03550973654063,research & development,1,3,,854,4,Male,2,1,laboratory technician,3,single,2342.59,6090.75,0,Unknown,14,3.0,4,Part Time,0,2,1.0,3,1.0,1,2,1991,28111.08,True,Millennials
854,41,No,,290.03550973654063,research & development,24,4,Medical,855,2,Female,3,1,laboratory technician,3,divorced,2342.59,6090.75,7,No,14,3.0,3,Part Time,3,1,3.0,3,1.0,1,2,1984,28111.13,False,Millennials
855,34,No,non-travel,556.2566609977324,sales,26,4,Marketing,856,3,Male,3,2,sales executive,4,,4492.84,11681.39,0,No,18,3.0,1,Part Time,0,2,3.0,3,2.0,2,2,1991,53914.11,True,Millennials
856,33,No,,1032.4872861766066,research & development,3,4,Medical,857,2,Male,3,3,research director,3,divorced,8339.32,21682.23,9,No,12,3.0,1,Part Time,1,3,3.0,2,2.0,2,2,1992,100071.84,True,Millennials
857,35,No,travel_rarely,300.3412698412698,research & development,5,4,Life Sciences,858,3,Female,2,1,research scientist,4,married,2425.83,6307.17,1,Unknown,13,3.0,3,Full Time,1,2,2.0,2,0.0,0,2,1990,29110.0,True,Millennials
858,47,No,,556.2566609977324,research & development,23,4,Life Sciences,859,1,Male,4,2,manufacturing director,3,,4492.84,11681.39,4,Unknown,17,3.0,4,Part Time,1,1,3.0,3,0.0,0,2,1978,53914.08,True,Gen X
859,44,No,,556.2566609977324,research & development,17,2,,860,4,Female,4,2,research scientist,1,single,11125.133219954649,11681.39,3,Yes,13,3.0,3,Part Time,0,1,3.0,3,0.0,0,2,1981,53914.11,True,Millennials
860,31,No,,715.1031746031746,sales,19,2,Marketing,861,4,Male,3,2,sales executive,4,divorced,14302.063492063491,15017.17,2,No,14,3.0,4,Full Time,1,2,3.0,3,0.0,0,2,1994,69310.0,False,Millennials
861,27,No,travel_rarely,556.2566609977324,research & development,1,3,,862,1,Female,3,2,manufacturing director,3,married,4492.84,11681.39,0,No,12,3.0,4,Part Time,2,3,3.0,4,1.0,1,2,1998,53914.11,False,Gen Z
862,34,No,,224.5079365079365,research & development,2,1,,863,4,Male,2,2,laboratory technician,1,,1813.33,4714.67,4,No,13,3.0,4,Part Time,0,5,3.0,6,0.0,0,4,1991,21760.0,False,Millennials
863,30,No,travel_rarely,290.03550973654063,research & development,9,3,,864,4,Male,3,1,research scientist,4,married,5800.710194730813,6090.75,1,No,23,4.0,4,Unknown,1,3,Unknown,5,0.0,0,4,1995,28111.13,True,Millennials
864,23,No,travel_rarely,333.25396825396825,research & development,3,2,,865,4,Male,2,1,research scientist,3,single,6665.079365079365,6998.33,1,No,17,3.0,1,Full Time,0,4,4.0,3,1.0,1,0,2002,32300.0,False,Gen Z
865,39,No,non-travel,1032.4872861766066,research & development,1,4,Medical,866,1,Female,3,3,research director,4,divorced,8339.32,21682.23,2,Yes,18,3.0,1,Part Time,2,2,3.0,5,0.0,0,2,1986,100071.84,False,Millennials
866,40,No,travel_rarely,556.2566609977324,research & development,23,4,Life Sciences,867,4,Male,3,2,healthcare representative,4,,4492.84,11681.39,9,Unknown,14,3.0,2,Part Time,1,2,3.0,2,1.0,1,2,1985,53914.11,False,Millennials
867,28,Yes,travel_rarely,290.03550973654063,research & development,16,4,Medical,868,1,Male,3,1,laboratory technician,2,divorced,2342.59,6090.75,2,Yes,13,3.0,4,Part Time,1,2,3.0,3,0.0,0,2,1997,28111.13,False,Gen Z
868,51,No,,1925.753968253968,research & development,10,4,Life Sciences,869,3,Female,3,5,research director,1,single,15554.17,40440.83,9,Yes,11,3.0,4,Full Time,0,4,3.0,3,1.0,1,2,1974,186650.0,True,Gen X
869,33,No,travel_frequently,287.75396825396825,sales,5,3,,870,4,Female,3,1,sales representative,2,divorced,5755.079365079365,6042.83,1,Unknown,11,3.0,3,Part Time,1,5,2.0,2,2.0,2,2,1992,27890.0,True,Millennials
870,39,No,travel_frequently,290.03550973654063,research & development,9,3,Medical,871,2,Male,3,1,research scientist,4,married,2342.59,6090.75,1,Unknown,12,3.0,3,Part Time,3,3,2.0,4,1.0,1,2,1986,28111.13,False,Millennials
871,33,No,travel_rarely,290.03550973654063,research & development,11,4,,872,1,Male,3,1,research scientist,4,married,2342.59,6090.75,0,Unknown,12,3.0,3,Part Time,1,4,3.0,5,0.0,0,3,1992,28111.13,True,Millennials
872,33,No,travel_rarely,661.3492063492064,human resources,2,3,Human Resources,873,1,Male,2,2,human resources,1,,5341.67,13888.33,3,No,12,3.0,4,Full Time,0,1,3.0,2,1.0,1,0,1992,64100.0,False,Millennials
873,33,No,,290.03550973654063,research & development,2,4,,874,3,Male,3,1,research scientist,4,,2342.59,6090.75,0,Unknown,18,3.0,2,Part Time,1,2,1.0,2,2.0,2,2,1992,28111.13,True,Millennials
874,54,Yes,,509.78571428571433,research & development,17,4,Medical,875,1,Male,2,2,research scientist,2,,4117.5,10705.5,2,No,15,0.0,1,Part Time,0,3,2.0,8,7.0,7,7,1971,49410.0,False,Gen X
875,30,Yes,,290.03550973654063,research & development,2,4,Medical,876,1,Male,1,1,research scientist,4,married,2342.59,6090.75,5,Yes,13,3.0,4,Part Time,0,4,2.0,3,2.0,2,2,1995,28111.08,True,Millennials
876,49,No,travel_rarely,1973.9841269841268,research & development,5,5,,877,4,Male,3,5,research director,3,married,39479.68253968254,41453.67,4,Unknown,11,3.0,2,Full Time,1,2,3.0,3,1.0,1,1,1976,191324.62,False,Gen X
877,31,No,,410.9444444444444,research & development,9,5,Other,878,2,Male,2,1,laboratory technician,4,,3319.17,8629.83,0,No,17,3.0,3,Full Time,0,2,Unknown,3,2.0,2,2,1994,39830.0,True,Millennials
878,39,No,,654.8492063492064,research & development,5,2,Medical,879,4,Male,3,2,manufacturing director,4,,5289.17,13751.83,7,No,16,3.0,3,Part Time,2,2,2.0,6,0.0,0,4,1986,63470.04,True,Millennials
879,25,No,,299.61904761904765,research & development,26,1,,880,3,Male,3,1,research scientist,4,,2420.0,6292.0,1,Unknown,12,3.0,3,Full Time,2,2,2.0,4,0.0,0,2,2000,29040.0,False,Gen Z
880,44,No,travel_rarely,278.1587301587302,human resources,2,1,,881,3,Male,3,1,human resources,3,divorced,2246.67,5841.33,0,Yes,11,3.0,3,Part Time,1,5,3.0,3,1.0,1,0,1981,26960.04,False,Millennials
881,32,No,,556.2566609977324,sales,25,2,,882,4,Female,3,2,sales executive,3,,4492.84,11681.39,7,Unknown,12,3.0,2,Part Time,1,2,4.0,2,2.0,2,2,1993,53914.08,False,Millennials
882,23,Yes,,224.3015873015873,sales,31,1,,883,1,Female,2,1,sales representative,2,single,4486.031746031746,4710.33,1,Unknown,11,3.0,3,Part Time,0,3,3.0,3,1.0,1,2,2002,21740.0,True,Gen Z
883,59,No,travel_rarely,696.9444444444445,research & development,1,4,Medical,884,4,Male,3,2,healthcare representative,3,,5629.17,14635.83,2,No,11,3.0,3,Part Time,0,2,3.0,3,1.0,1,2,1966,67550.04000000001,True,Gen X
884,23,No,,290.03550973654063,sales,9,2,,885,1,Male,3,1,sales representative,4,single,2342.59,6090.75,1,Unknown,24,4.0,3,Part Time,0,3,2.0,3,2.0,2,2,2002,28111.13,True,Gen Z
885,33,No,travel_rarely,274.13492063492066,research & development,9,4,Life Sciences,886,3,Male,2,1,research scientist,2,,2214.17,5756.83,0,Unknown,16,3.0,4,Part Time,0,5,3.0,2,2.0,2,2,1992,26570.0,True,Millennials
886,31,No,,290.03550973654063,research & development,17,3,,887,1,Male,3,1,research scientist,4,,2342.59,6090.75,9,No,16,0.0,4,Part Time,0,4,3.0,3,1.0,1,2,1994,28111.13,False,Millennials
887,29,No,travel_rarely,290.03550973654063,research & development,1,2,,888,4,Male,3,1,laboratory technician,2,,2342.59,6090.75,1,No,11,3.0,2,Part Time,1,2,3.0,5,0.0,0,4,1996,28111.13,True,Millennials
888,51,No,travel_rarely,1131.309523809524,research & development,7,3,Other,889,2,Male,2,3,healthcare representative,3,single,9137.5,23757.5,8,No,24,4.0,3,Full Time,0,2,3.0,5,0.0,0,0,1974,109650.0,True,Gen X
889,38,No,travel_rarely,262.3730158730159,research & development,2,3,,890,4,Female,3,1,research scientist,3,married,5247.460317460318,5509.83,4,No,13,3.0,2,Part Time,1,3,3.0,2,2.0,2,2,1987,25430.0,True,Millennials
890,36,Yes,non-travel,547.2380952380953,sales,19,3,Marketing,891,1,Male,4,2,sales executive,4,,4420.0,11492.0,8,Yes,13,3.0,2,Part Time,0,3,2.0,5,0.0,0,4,1989,53040.0,True,Millennials
891,26,No,,556.2566609977324,sales,10,4,Marketing,892,4,Female,3,2,sales executive,3,divorced,4492.84,11681.39,1,Yes,12,3.0,4,Part Time,1,2,4.0,5,0.0,0,3,1999,53914.11,True,Gen Z
892,44,No,,290.03550973654063,research & development,1,4,,893,2,Female,3,1,laboratory technician,1,,5800.710194730813,6090.75,3,No,16,3.0,2,Part Time,1,5,3.0,5,1.0,1,2,1981,28111.13,True,Millennials
893,56,No,,2002.2063492063487,research & development,5,2,Medical,894,1,Male,3,5,research director,1,married,16171.67,42046.33,4,Unknown,11,3.0,3,Full Time,1,4,2.0,4,1.0,1,2,1969,194060.0,False,Gen X
894,36,No,,674.5555555555557,sales,4,4,,895,3,Female,3,2,sales executive,3,married,5448.33,14165.67,9,No,15,3.0,1,Full Time,1,3,3.0,3,1.0,1,2,1989,65380.0,True,Millennials
895,45,No,,232.968253968254,research & development,21,3,,896,4,Male,3,1,laboratory technician,4,,1881.67,4892.33,7,Unknown,20,4.0,1,Part Time,1,1,3.0,3,1.0,1,2,1980,22580.04,True,Gen X
896,45,No,travel_rarely,556.2566609977324,research & development,8,4,Other,897,3,Female,3,2,healthcare representative,3,,4492.84,11681.39,4,Yes,14,3.0,4,Part Time,0,3,3.0,5,0.0,0,2,1980,53914.11,True,Gen X
897,33,No,travel_rarely,228.84126984126985,research & development,1,2,,898,4,Male,2,1,laboratory technician,1,married,4576.825396825397,4805.67,1,No,12,3.0,3,Part Time,1,3,Unknown,4,3.0,3,2,1992,22180.0,False,Millennials
898,27,Yes,travel_rarely,290.03550973654063,research & development,3,3,Medical,899,1,Male,3,1,laboratory technician,1,married,2342.59,6090.75,5,No,13,3.0,3,Part Time,1,5,Unknown,2,0.0,0,2,1998,28111.13,True,Gen Z
899,47,No,,273.8253968253968,research & development,10,2,Life Sciences,900,1,Male,3,1,research scientist,4,married,2211.67,5750.33,3,No,21,0.0,4,Part Time,2,3,2.0,2,0.0,0,2,1978,26540.0,True,Gen X
900,54,No,travel_rarely,1582.7713464696226,,4,2,Life Sciences,901,4,Female,3,4,manager,4,married,12783.92,33238.2,2,No,13,3.0,4,Full Time,0,2,1.0,5,1.0,1,4,1971,153407.07,False,Gen X
901,36,Yes,travel_frequently,290.03550973654063,sales,6,2,,902,4,Female,1,1,sales representative,3,,5800.710194730813,6090.75,0,No,16,3.0,4,Part Time,1,3,2.0,2,1.0,1,0,1989,28111.13,True,Millennials
902,28,No,travel_rarely,290.03550973654063,research & development,23,3,Life Sciences,903,1,Female,3,1,research scientist,4,divorced,2342.59,6090.75,1,No,22,4.0,2,Part Time,2,3,1.0,3,0.0,0,2,1997,28111.13,True,Gen Z
903,31,No,,1231.388888888889,research & development,3,4,,904,2,Male,2,3,research director,3,,9945.83,25859.17,1,No,18,3.0,3,Full Time,0,2,3.0,10,0.0,0,7,1994,119350.0,True,Millennials
904,31,Yes,,262.6825396825397,research & development,25,5,Technical Degree,905,3,Female,2,1,research scientist,2,married,5253.650793650794,5516.33,5,No,16,3.0,2,Part Time,0,2,4.0,2,1.0,1,1,1994,25460.0,False,Millennials
905,48,No,,1842.801587301588,research & development,2,3,Life Sciences,906,1,Male,3,4,research director,3,married,36856.03174603176,38698.83,6,No,13,3.0,3,Full Time,0,2,1.0,3,0.0,0,1,1977,178610.0,False,Gen X
906,48,No,,1032.4872861766066,sales,10,3,Marketing,907,3,Female,2,3,sales executive,4,,8339.32,21682.23,2,Unknown,19,3.0,3,Full Time,1,3,3.0,3,1.0,1,2,1977,100071.84,False,Gen X
907,32,No,travel_rarely,290.03550973654063,sales,7,1,Marketing,908,4,Male,3,1,sales representative,2,single,5800.710194730813,6090.75,0,Unknown,14,3.0,1,Part Time,0,3,3.0,3,1.0,1,2,1993,28111.13,True,Millennials
908,36,Yes,travel_frequently,1032.4872861766066,human resources,23,3,,909,2,Female,3,3,human resources,1,divorced,20649.745723532134,21682.23,9,Yes,15,3.0,3,Part Time,3,2,3.0,3,0.0,0,2,1989,100071.84,False,Millennials
909,44,No,,290.03550973654063,research & development,5,2,Other,910,2,Male,3,1,laboratory technician,3,married,2342.59,6090.75,4,No,17,3.0,4,Part Time,1,4,Unknown,2,2.0,2,0,1981,28111.13,True,Millennials
